cluster,gene,score,logfoldchange,pval,pval_adj,pct_expr
-1,AIFM3,3.06975,0.86980706,0.0021423795883215853,0.05065000000906096,0.2222222222222222
-1,NLRP14,3.0644975,-0.40960446,0.0021803610182509416,0.050891292683952705,0.05555555555555555
-1,WDR66,3.0644975,-0.17250565,0.0021803610182509416,0.050891292683952705,0.2222222222222222
-1,CCDC37,3.061951,1.5118943,0.002198995361700854,0.051001382930080885,0.1111111111111111
-1,POLE2,3.0581658,-0.5579724,0.0022269636216206636,0.0513252087511253,0.2222222222222222
-1,CKMT2,3.0368054,1.5327176,0.00239099786334799,0.05425270384048737,0.05555555555555555
-1,CARD14,3.034346,1.5016724,0.002410576649058581,0.05461241502612161,0.0
-1,WDR92,3.0303378,-0.08883785,0.0024428034357384114,0.055171976519343045,0.0
-1,ALOX12B,3.0126371,-0.26605928,0.002589883316492677,0.0576937836674007,0.3333333333333333
-1,AP3D1,3.0062,2.0616632,0.002645348987167628,0.05866191445371119,0.2777777777777778
-1,IL1RAPL2,3.0044978,2.2996488,0.0026601965578763732,0.05890205611080344,0.1111111111111111
-1,TRIP12,2.9995265,1.239705,0.0027039956972369082,0.059601757789621956,0.3333333333333333
-1,FYCO1,2.9970903,1.4395269,0.002725698681294009,0.059899986912155305,0.3333333333333333
-1,DNAJB13,2.9929667,1.9096118,0.002762799888596283,0.060353384153568286,0.2222222222222222
-1,CFAP69,2.9885554,1.8500698,0.002802996411717309,0.060868624300670096,0.0
-1,MORN3,2.9885554,1.0940567,0.002802996411717309,0.060868624300670096,0.0
-1,rpi-2,2.9841442,2.5730033,0.0028437263519039387,0.06152506627194645,0.05555555555555555
-1,CDC6,2.9834657,1.2998863,0.002850039820841112,0.06152560190558029,0.1111111111111111
-1,GJA5,2.975322,3.104541,0.0029268116475851436,0.06272106013202199,0.2222222222222222
-1,PRR14,2.9735396,1.6833385,0.0029438650652358826,0.06299441478281397,0.05555555555555555
-1,NLRP12,2.9667096,4.680073,0.0030100510922475418,0.06410387167974119,0.1111111111111111
-1,PLK1,2.9663875,1.411155,0.0030132055933511856,0.06410387167974119,0.05555555555555555
-1,ABCB8,2.9620886,1.3199708,0.0030555991320397827,0.06491155373541903,0.1111111111111111
-1,CASP2,2.9547992,0.85056204,0.003128725780778699,0.06618323039268989,0.0
-1,UBE2H,2.952362,2.658247,0.0031535294668524763,0.06631913188683443,0.5
-1,ZGRF1,2.9488552,1.0316674,0.0031895350865468663,0.06651913103328305,0.1111111111111111
-1,AQP12B,2.9483528,0.44703466,0.0031947220506651354,0.06651913103328305,0.0
-1,GTF2H1,2.9479825,0.76311547,0.003198551186104345,0.06651913103328305,0.2222222222222222
